num_epochs,lr_generator,lr_discriminator,schedule,nb_step_discrim,nb_epoch_fade_in_new_layer,EMA_value,device,use_loss,momment_loss,scaling_penalty,betas_generator,betas_discriminator,scaling,batch_size,num_batches_per_epoch,target_len,nb_features,ks_conv,key_features,value_features,ks_value,ks_query,ks_key,num_workers,path_to_pretrain,cardinality,embedding_dim,dataset,which_model,model_id,bucket_name,channel_nb,pos_enc_dimension,self_attention,TrainingJobName,encoder_network_factor,DownloadStatus,TrainingJobStatus,SaveLocation,UploadS3,UploadS3Location,context_length,LARS,missing_values_stretch,cold_start_value
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,128,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,26_09_2021__22_43_50__526,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len128-26092021-224350-526,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len128-26092021-224350-526,0,False,0.0,0.7
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,26_09_2021__22_44_13__414,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-26092021-224413-414,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len256-26092021-224413-414,0,False,0.0,0.7
2500,5e-05,5e-05,[1000],1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,16,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,26_09_2021__22_44_31__648,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len16-26092021-224431-648,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len16-26092021-224431-648,0,False,0.0,0.7
3500,5e-05,5e-05,"[1000, 2000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,32,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,26_09_2021__22_44_47__239,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len32-26092021-224447-239,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len32-26092021-224447-239,0,False,0.0,0.7
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,64,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,26_09_2021__22_45_03__464,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len64-26092021-224503-464,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len64-26092021-224503-464,0,False,0.0,0.7
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,128,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,26_09_2021__22_45_21__229,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len128-26092021-224521-229,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len128-26092021-224521-229,0,False,0.0,0.7
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,26_09_2021__22_45_37__646,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-26092021-224537-646,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len256-26092021-224537-646,0,False,0.0,0.7
2500,5e-05,5e-05,[1000],1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,16,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,26_09_2021__22_45_57__777,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len16-26092021-224557-777,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len16-26092021-224557-777,0,False,0.0,0.7
3500,5e-05,5e-05,"[1000, 2000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,32,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,26_09_2021__22_46_19__741,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len32-26092021-224619-741,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len32-26092021-224619-741,0,False,0.0,0.7
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,64,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,26_09_2021__22_46_41__878,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len64-26092021-224641-878,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len64-26092021-224641-878,0,False,0.0,0.7
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,128,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,26_09_2021__22_47_00__220,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len128-26092021-224700-220,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len128-26092021-224700-220,0,False,0.0,0.7
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,26_09_2021__22_47_17__914,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-26092021-224717-914,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len256-26092021-224717-914,0,False,0.0,0.7
2500,5e-05,5e-05,[1000],1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,16,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,26_09_2021__22_47_33__89,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len16-26092021-224733-89,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len16-26092021-224733-89,0,False,0.0,0.9
3500,5e-05,5e-05,"[1000, 2000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,32,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,26_09_2021__22_47_54__330,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len32-26092021-224754-330,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len32-26092021-224754-330,0,False,0.0,0.9
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,64,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,26_09_2021__22_48_10__357,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len64-26092021-224810-357,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len64-26092021-224810-357,0,False,0.0,0.9
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,128,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,26_09_2021__22_48_27__489,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len128-26092021-224827-489,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len128-26092021-224827-489,0,False,0.0,0.9
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[963],10,traffic,PSA-GAN,26_09_2021__22_53_41__770,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-traffic-len256-26092021-225341-770,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-traffic-len256-26092021-225341-770,0,False,0.0,0.9
2500,5e-05,5e-05,[1000],1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,16,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,26_09_2021__22_55_00__460,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len16-26092021-225500-460,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len16-26092021-225500-460,0,False,0.0,0.9
3500,5e-05,5e-05,"[1000, 2000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,32,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,26_09_2021__22_55_19__974,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len32-26092021-225519-974,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len32-26092021-225519-974,0,False,0.0,0.9
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,64,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,26_09_2021__22_55_40__314,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len64-26092021-225540-314,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len64-26092021-225540-314,0,False,0.0,0.9
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,128,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,26_09_2021__22_55_56__83,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len128-26092021-225556-83,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len128-26092021-225556-83,0,False,0.0,0.9
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,26_09_2021__22_56_12__563,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-26092021-225612-563,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-m4-hourly-len256-26092021-225612-563,0,False,0.0,0.9
2500,5e-05,5e-05,[1000],1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,16,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,26_09_2021__22_56_34__255,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len16-26092021-225634-255,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len16-26092021-225634-255,0,False,0.0,0.9
3500,5e-05,5e-05,"[1000, 2000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,32,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,26_09_2021__22_56_52__780,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len32-26092021-225652-780,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len32-26092021-225652-780,0,False,0.0,0.9
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,64,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,26_09_2021__22_57_11__844,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len64-26092021-225711-844,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len64-26092021-225711-844,0,False,0.0,0.9
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,128,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,26_09_2021__22_57_27__388,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len128-26092021-225727-388,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len128-26092021-225727-388,0,False,0.0,0.9
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,26_09_2021__22_57_43__691,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-26092021-225743-691,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-solar-energy-len256-26092021-225743-691,0,False,0.0,0.9
2500,5e-05,5e-05,[1000],1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,16,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,26_09_2021__22_58_01__362,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len16-26092021-225801-362,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len16-26092021-225801-362,0,False,0.0,0.9
3500,5e-05,5e-05,"[1000, 2000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,32,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,26_09_2021__22_58_17__92,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len32-26092021-225817-92,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len32-26092021-225817-92,0,False,0.0,0.9
4500,5e-05,5e-05,"[1000, 2000, 3000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,64,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,26_09_2021__22_58_33__91,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len64-26092021-225833-91,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len64-26092021-225833-91,0,False,0.0,0.9
5500,5e-05,5e-05,"[1000, 2000, 3000, 4000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,128,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,26_09_2021__22_58_49__549,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len128-26092021-225849-549,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len128-26092021-225849-549,0,False,0.0,0.9
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,26_09_2021__22_59_09__0,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-26092021-225909-0,,True,Completed,/home/ec2-user/SageMaker/TrainedModels,True,s3-violation-test-bucket/ICLRModels/PSA-GAN-electricity-len256-26092021-225909-0,0,False,0.0,0.9
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,27_09_2021__10_36_39__33,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-27092021-103639-33,,False,Stopped,False,False,False,0,False,0.0,0.2
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,27_09_2021__10_37_04__706,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-27092021-103704-706,,False,Stopped,False,False,False,0,False,0.0,0.2
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,27_09_2021__10_37_23__769,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-27092021-103723-769,,False,Stopped,False,False,False,0,False,0.0,0.2
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,27_09_2021__10_37_41__287,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-27092021-103741-287,,False,Stopped,False,False,False,0,False,0.0,0.4
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,27_09_2021__10_37_57__395,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-27092021-103757-395,,False,Stopped,False,False,False,0,False,0.0,0.4
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,27_09_2021__10_38_23__681,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-27092021-103823-681,,False,Stopped,False,False,False,0,False,0.0,0.4
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,27_09_2021__10_38_40__609,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-27092021-103840-609,,False,Stopped,False,False,False,0,False,0.0,0.6
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,27_09_2021__10_38_56__610,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-27092021-103856-610,,False,Stopped,False,False,False,0,False,0.0,0.6
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,27_09_2021__10_39_12__621,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-27092021-103912-621,,False,Stopped,False,False,False,0,False,0.0,0.6
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,27_09_2021__10_39_37__792,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-27092021-103937-792,,False,Stopped,False,False,False,0,False,0.0,0.8
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,27_09_2021__10_40_00__772,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-27092021-104000-772,,False,Stopped,False,False,False,0,False,0.0,0.8
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,512,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,27_09_2021__10_40_16__151,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-27092021-104016-151,,False,Stopped,False,False,False,0,False,0.0,0.8
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,27_09_2021__10_42_19__375,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-27092021-104219-375,,False,Stopped,False,False,False,0,False,0.0,0.1
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,27_09_2021__10_42_35__955,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-27092021-104235-955,,False,Stopped,False,False,False,0,False,0.0,0.1
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,27_09_2021__10_42_53__789,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-27092021-104253-789,,False,Stopped,False,False,False,0,False,0.0,0.1
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,27_09_2021__10_43_12__395,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-27092021-104312-395,,False,Stopped,False,False,False,0,False,0.0,0.2
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,27_09_2021__10_43_40__546,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-27092021-104340-546,,False,Stopped,False,False,False,0,False,0.0,0.2
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,27_09_2021__10_43_58__688,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-27092021-104358-688,,False,Failed,False,False,False,0,False,0.0,0.2
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,27_09_2021__10_44_23__113,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-27092021-104423-113,,False,Stopped,False,False,False,0,False,0.0,0.3
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,27_09_2021__10_44_48__989,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-27092021-104448-989,,False,Stopped,False,False,False,0,False,0.0,0.3
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,27_09_2021__10_44_59__985,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-27092021-104459-985,,False,Stopped,False,False,False,0,False,0.0,0.3
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[414],10,m4_hourly,PSA-GAN,27_09_2021__10_45_26__781,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-m4-hourly-len256-27092021-104526-781,,False,Stopped,False,False,False,0,False,0.0,0.4
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[137],10,solar-energy,PSA-GAN,27_09_2021__10_45_51__408,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-solar-energy-len256-27092021-104551-408,,False,Stopped,False,False,False,0,False,0.0,0.4
6500,5e-05,5e-05,"[1000, 2000, 3000, 4000, 5000]",1,500,0.2,gpu,lsgan,1,0,"(0.9, 0.999)","(0.9, 0.999)",NoScale,256,100,256,15,3,1,1,1,1,1,4,False,[370],10,electricity,PSA-GAN,27_09_2021__10_53_33__582,s3://s3-violation-test-bucket,32,0,True,PSA-GAN-electricity-len256-27092021-105333-582,,False,Stopped,False,False,False,0,False,0.0,0.5
